conta_codigo,conta_nome,fil,data,lot,documento,item,cpart,historico,debito,credito,saldo_atual
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000039,0002,00538,SAIDA DA CTE N. 89465-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,518.3,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000039,0002,01554,SAIDA DA CTE N. 78563-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,461.03,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000040,0002,00538,SAIDA DA CTE N. 89466-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,6117.58,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000040,0002,01554,SAIDA DA CTE N. 78564-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,748.2,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000041,0002,00538,SAIDA DA CTE N. 89467-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1431.78,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000041,0002,01554,SAIDA DA CTE N. 78565-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,124.69,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000042,0002,00538,SAIDA DA CTE N. 89468-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,952.76,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000042,0002,01554,SAIDA DA CTE N. 78566-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,124.69,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000043,0002,00538,SAIDA DA CTE N. 89469-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1163.05,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000043,0002,01554,SAIDA DA CTE N. 78567-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,498.8,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000044,0002,00538,SAIDA DA CTE N. 89470-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1020.92,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000044,0002,00511,SAIDA DA CTE N. 78568-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,8599.64,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000045,0002,00538,SAIDA DA CTE N. 89471-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1304.55,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000045,0002,01554,SAIDA DA CTE N. 78569-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1227.74,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000046,0002,00538,SAIDA DA CTE N. 89472-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1516.14,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000046,0002,01554,SAIDA DA CTE N. 78570-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,418.77,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000047,0002,01637,SAIDA DA CTE N. 89474-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3719.88,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000047,0002,01554,SAIDA DA CTE N. 78571-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,842.1,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000048,0002,01637,SAIDA DA CTE N. 89475-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,7408.21,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000048,0002,01554,SAIDA DA CTE N. 78572-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,521.9,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000049,0002,04117,SAIDA DA CTE N. 89476-1 - CLIENTE USINAS SIDERURGICAS DE MINAS GERAIS S/A. USIMIN AS,,4912.98,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000049,0002,00534,SAIDA DA CTE N. 78573-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,486.91,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000050,0002,01637,SAIDA DA CTE N. 89477-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,6742.13,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000050,0002,00534,SAIDA DA CTE N. 78574-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,7026.07,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000051,0002,01637,SAIDA DA CTE N. 89478-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3373.8,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000051,0002,00541,SAIDA DA CTE N. 78575-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,356.86,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000052,0002,01637,SAIDA DA CTE N. 89479-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2326.38,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000052,0002,00541,SAIDA DA CTE N. 78576-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1059.95,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000053,0002,01637,SAIDA DA CTE N. 89480-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,8823.9,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000053,0002,00541,SAIDA DA CTE N. 78577-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2202.42,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000054,0002,01637,SAIDA DA CTE N. 89481-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4411.68,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000054,0002,00541,SAIDA DA CTE N. 78579-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2412.94,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000055,0002,01637,SAIDA DA CTE N. 89482-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2461.85,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000055,0002,00539,SAIDA DA CTE N. 78580-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,5256.44,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000056,0002,01637,SAIDA DA CTE N. 89483-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3336.67,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000056,0002,00543,SAIDA DA CTE N. 78581-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1806.19,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000057,0002,01637,SAIDA DA CTE N. 89484-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,6772.56,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000057,0002,00543,SAIDA DA CTE N. 78582-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3239.48,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000058,0002,01637,SAIDA DA CTE N. 89485-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2431.79,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000058,0004,00543,SAIDA DA NFP N. 12230-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,781.5,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000059,0002,01637,SAIDA DA CTE N. 89486-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3145.67,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000059,0002,00543,SAIDA DA CTE N. 78583-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3037.84,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000060,0002,01637,SAIDA DA CTE N. 89487-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2162.32,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000060,0002,01531,SAIDA DA CTE N. 78584-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2482.5,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000061,0002,01637,SAIDA DA CTE N. 89488-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4562.75,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000061,0002,01494,SAIDA DA CTE N. 78585-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,6618.68,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000062,0002,01637,SAIDA DA CTE N. 89489-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4544.54,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000062,0004,00541,SAIDA DA NFP N. 12231-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,881.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000063,0002,00538,SAIDA DA CTE N. 89490-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1459.82,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000063,0004,00541,SAIDA DA NFP N. 12232-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,881.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000064,0002,00538,SAIDA DA CTE N. 89491-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1934.21,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000064,0004,00541,SAIDA DA NFP N. 12233-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,985.31,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000065,0002,01637,SAIDA DA CTE N. 89492-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1968.02,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000065,0002,00505,SAIDA DA CTE N. 78586-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,829.94,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000066,0002,01637,SAIDA DA CTE N. 89493-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,5230.24,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000066,0002,00505,SAIDA DA CTE N. 78587-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,276.63,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000067,0002,01637,SAIDA DA CTE N. 89494-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1960.51,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000067,0002,00505,SAIDA DA CTE N. 78588-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,682.09,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000068,0002,00538,SAIDA DA CTE N. 89495-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1069.04,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000068,0002,00521,SAIDA DA CTE N. 78589-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2879.33,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000069,0002,00538,SAIDA DA CTE N. 89496-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1506.61,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000069,0002,00543,SAIDA DA CTE N. 78590-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1670.16,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000070,0002,00538,SAIDA DA CTE N. 89497-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1198.09,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000070,0002,00539,SAIDA DA CTE N. 78591-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4716.19,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000071,0002,00538,SAIDA DA CTE N. 89498-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1085.41,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000071,0002,00540,SAIDA DA CTE N. 78592-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,9311.08,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000072,0002,00538,SAIDA DA CTE N. 89499-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1435.86,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000072,0002,00543,SAIDA DA CTE N. 78593-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1075.31,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000073,0002,00538,SAIDA DA CTE N. 89500-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,966.84,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000073,0002,00543,SAIDA DA CTE N. 78594-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,875.75,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000074,0002,01637,SAIDA DA CTE N. 89501-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4584.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000074,0002,00520,SAIDA DA CTE N. 78595-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1371.02,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000075,0002,00538,SAIDA DA CTE N. 89502-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3678.97,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000075,0002,00541,SAIDA DA CTE N. 78596-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2539.2,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000076,0002,00538,SAIDA DA CTE N. 89503-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2441.39,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000076,0002,00543,SAIDA DA CTE N. 78597-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3223.03,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000077,0002,00538,SAIDA DA CTE N. 89504-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,978.14,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000077,0002,00541,SAIDA DA CTE N. 78598-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2062.36,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000078,0002,00538,SAIDA DA CTE N. 89505-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,31.37,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000078,0002,00541,SAIDA DA CTE N. 78599-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,639.08,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000079,0002,00538,SAIDA DA CTE N. 89506-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2594.75,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000079,0002,00541,SAIDA DA CTE N. 78600-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4151.64,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000080,0002,00538,SAIDA DA CTE N. 89507-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2565.24,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000080,0002,00543,SAIDA DA CTE N. 78601-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,927.56,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000081,0002,00538,SAIDA DA CTE N. 89508-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1931.72,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000081,0002,01494,SAIDA DA CTE N. 78602-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4766.5,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000082,0002,00538,SAIDA DA CTE N. 89509-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,332.15,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000082,0002,01554,SAIDA DA CTE N. 78603-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1011.22,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000083,0002,00538,SAIDA DA CTE N. 89510-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,402.42,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000083,0002,01554,SAIDA DA CTE N. 78604-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1434.4,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000084,0002,00538,SAIDA DA CTE N. 89511-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,453.16,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000084,0002,00540,SAIDA DA CTE N. 78605-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4163.64,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000085,0002,00538,SAIDA DA CTE N. 89512-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,939.77,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000085,0002,01554,SAIDA DA CTE N. 78606-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,867.31,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000086,0002,00538,SAIDA DA CTE N. 89513-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1287.99,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000086,0002,01554,SAIDA DA CTE N. 78607-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,419.88,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000087,0002,00538,SAIDA DA CTE N. 89514-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2541.17,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000087,0002,01554,SAIDA DA CTE N. 78608-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,99.75,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000088,0002,03526,SAIDA DA CTE N. 89515-1 - CLIENTE GERDAU ACOS LONGOS S.A.,,1475.7,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000088,0002,00541,SAIDA DA CTE N. 78609-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2892.65,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000089,0002,01637,SAIDA DA CTE N. 89516-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4607.73,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000089,0002,00541,SAIDA DA CTE N. 78610-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,7421.02,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000090,0002,00538,SAIDA DA CTE N. 89517-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3670.69,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000090,0002,00543,SAIDA DA CTE N. 78611-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1664.48,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000091,0002,00543,SAIDA DA CTE N. 78612-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1411.8,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000091,0002,00538,SAIDA DA CTE N. 89518-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3671.46,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000092,0002,00543,SAIDA DA CTE N. 78613-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,352.93,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000092,0002,01637,SAIDA DA CTE N. 89519-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3996.47,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000093,0002,00543,SAIDA DA CTE N. 78614-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1300.11,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000093,0002,01637,SAIDA DA CTE N. 89520-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,651.25,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000094,0002,00528,SAIDA DA CTE N. 78615-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,6128.86,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000094,0002,01637,SAIDA DA CTE N. 89521-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,665.81,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000095,0002,00543,SAIDA DA CTE N. 78616-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,923.14,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000095,0002,01637,SAIDA DA CTE N. 89522-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1104.38,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000096,0002,00543,SAIDA DA CTE N. 78617-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3202.93,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-16,CGS,0000000096,0002,01637,SAIDA DA CTE N. 89523-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1113.8,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-16,CGS,0000000097,0002,00541,SAIDA DA CTE N. 78618-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2539.2,
